6.81783 20.1 20.1 2 2 1
6.82273 20.1139 20.1139 2 2 1
6.82764 20.1278 20.1278 2 2 1
6.83746 20.1557 20.1557 2 2 1
6.84975 20.1905 20.1905 2 2 1
6.86207 20.2254 20.2254 2 2 1
6.8744 20.2604 20.2604 2 2 1
6.88675 20.2954 20.2954 2 2 1
6.89912 20.3305 20.3305 2 2 1
6.91151 20.3656 20.3656 2 2 1
6.92391 20.4008 20.4008 2 2 1
6.93633 20.436 20.436 2 2 1
6.94877 20.4713 20.4713 2 2 1
6.96123 20.5066 20.5066 2 2 1
6.9737 20.5419 20.5419 2 2 1
6.98619 20.5773 20.5773 2 2 1
6.9987 20.6128 20.6128 2 2 1
7.01123 20.6483 20.6483 2 2 1
7.02377 20.6839 20.6839 2 2 1
7.03633 20.7195 20.7195 2 2 1
7.0489 20.7551 20.7551 2 2 1
7.0615 20.7908 20.7908 2 2 1
7.07411 20.8266 20.8266 2 2 1
7.08673 20.8624 20.8624 2 2 1
7.09938 20.8982 20.8982 2 2 1
7.11204 20.9341 20.9341 2 2 1
7.12472 20.9701 20.9701 2 2 1
7.13741 21.0061 21.0061 2 2 1
7.15012 21.0421 21.0421 2 2 1
7.16285 21.0782 21.0782 2 2 1
7.17559 21.1143 21.1143 2 2 1
7.18835 21.1505 21.1505 2 2 1
7.20113 21.1867 21.1867 2 2 1
7.21392 21.223 21.223 2 2 1
7.22673 21.2593 21.2593 2 2 1
7.23956 21.2957 21.2957 2 2 1
7.2524 21.3321 21.3321 2 2 1
7.26526 21.3685 21.3685 2 2 1
7.27814 21.405 21.405 2 2 1
7.29103 21.4416 21.4416 2 2 1
7.30393 21.4782 21.4782 2 2 1
7.31686 21.5148 21.5148 2 2 1
7.3298 21.5515 21.5515 2 2 1
7.34275 21.5882 21.5882 2 2 1
7.35572 21.625 21.625 2 2 1
7.36871 21.6618 21.6618 2 2 1
7.38172 21.6987 21.6987 2 2 1
7.39473 21.7356 21.7356 2 2 1
7.40777 21.7726 21.7726 2 2 1
7.42082 21.8096 21.8096 2 2 1
7.43389 21.8466 21.8466 2 2 1
7.44697 21.8837 21.8837 2 2 1
7.46006 21.9208 21.9208 2 2 1
7.47318 21.958 21.958 2 2 1
7.48631 21.9952 21.9952 2 2 1
7.49945 22.0325 22.0325 2 2 1
7.51261 22.0698 22.0698 2 2 1
7.52578 22.1071 22.1071 2 2 1
7.53897 22.1445 22.1445 2 2 1
7.55218 22.182 22.182 2 2 1
7.5654 22.2194 22.2194 2 2 1
7.57863 22.257 22.257 2 2 1
7.59188 22.2945 22.2945 2 2 1
7.60515 22.3321 22.3321 2 2 1
7.61843 22.3698 22.3698 2 2 1
7.63172 22.4075 22.4075 2 2 1
7.64503 22.4452 22.4452 2 2 1
7.65836 22.483 22.483 2 2 1
7.6717 22.5208 22.5208 2 2 1
7.68505 22.5587 22.5587 2 2 1
7.69842 22.5966 22.5966 2 2 1
7.71181 22.6345 22.6345 2 2 1
7.7252 22.6725 22.6725 2 2 1
7.73862 22.7105 22.7105 2 2 1
7.75204 22.7486 22.7486 2 2 1
7.76549 22.7867 22.7867 2 2 1
7.77894 22.8249 22.8249 2 2 1
7.79241 22.8631 22.8631 2 2 1
7.8059 22.9013 22.9013 2 2 1
